id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP00834,Centrale,maïs,,aucun,6.21,13.6,,19,0,1,,0,0
EXP00835,Kara,maïs,sableux,case traditionnelle,1.42,22.1,1352.0,51,1,0,7.0,1,0
EXP00836,Centrale,maïs,ferrugineux,case traditionnelle,3.08,19.1,1051.0,45,0,0,30.0,0,0
EXP00837,Kara,igname,hydromorphe,case traditionnelle,2.68,12.9,1423.0,21,0,0,14.0,0,0
EXP00838,Savanes,maïs,hydromorphe,magasin communautaire,8.18,3.1,1232.0,69,0,0,3.0,0,0
EXP00839,Plateaux,manioc,ferrugineux,aucun,2.46,15.2,1005.0,31,0,0,22.0,0,0
EXP00840,Plateaux,maïs,ferrugineux,aucun,1.67,10.2,776.0,63,0,0,38.0,0,1
EXP00841,Maritime,igname,hydromorphe,silo métallique,3.02,8.4,782.0,25,0,1,19.0,0,0
EXP00842,Kara,manioc,ferrugineux,aucun,3.25,23.0,1078.0,31,0,0,6.0,0,0
EXP00843,Plateaux,igname,hydromorphe,silo métallique,11.96,2.5,984.0,46,0,0,20.0,1,0
EXP00844,Plateaux,maïs,sableux,case traditionnelle,2.43,13.2,809.0,46,0,0,17.0,0,0
EXP00845,Maritime,maïs,argileux,magasin communautaire,0.94,0.8,1150.0,50,0,0,21.0,0,0
EXP00846,Savanes,manioc,ferrugineux,case traditionnelle,1.9,19.2,,27,0,0,3.0,0,0
EXP00847,Plateaux,maïs,hydromorphe,case traditionnelle,3.01,23.2,1151.0,32,0,0,3.0,0,0
EXP00848,Centrale,sorgho,ferrugineux,case traditionnelle,3.41,15.0,,32,0,0,9.0,0,0
EXP00849,Maritime,sorgho,hydromorphe,case traditionnelle,0.64,9.5,1190.0,41,0,0,26.0,0,0
EXP00850,Savanes,manioc,hydromorphe,aucun,1.73,31.5,1070.0,66,1,0,23.0,0,0
EXP00851,Maritime,igname,argileux,aucun,7.87,32.9,,43,0,0,,0,0
EXP00852,Maritime,manioc,hydromorphe,case traditionnelle,1.21,17.1,1185.0,70,0,1,,0,0
EXP00853,Kara,maïs,argileux,silo métallique,4.49,36.1,930.0,32,0,1,25.0,0,0
EXP00854,Savanes,manioc,ferrugineux,case traditionnelle,1.95,6.8,910.0,31,0,0,17.0,1,0
EXP00855,Maritime,maïs,ferrugineux,case traditionnelle,2.53,12.3,1378.0,24,0,0,13.0,0,0
EXP00856,Plateaux,sorgho,ferrugineux,case traditionnelle,0.71,1.4,880.0,30,0,1,23.0,0,0
EXP00857,Kara,maïs,hydromorphe,case traditionnelle,2.09,5.2,1130.0,35,0,0,5.0,1,0
EXP00858,Kara,maïs,ferrugineux,case traditionnelle,2.98,4.8,858.0,38,0,0,6.0,0,0
EXP00859,Plateaux,manioc,ferrugineux,case traditionnelle,2.45,19.1,503.0,56,1,0,5.0,0,0
EXP00860,Plateaux,maïs,ferrugineux,case traditionnelle,2.19,5.5,655.0,42,0,0,16.0,0,0
EXP00861,Kara,maïs,argileux,case traditionnelle,3.72,2.3,1047.0,54,0,1,5.0,0,0
EXP00862,Kara,riz,argileux,aucun,0.86,7.9,1118.0,23,0,1,1.0,0,0
EXP00863,Kara,maïs,ferrugineux,case traditionnelle,3.08,8.7,1048.0,68,0,0,4.0,0,0
EXP00864,Centrale,manioc,argileux,case traditionnelle,0.41,4.3,1225.0,26,1,0,38.0,1,0
EXP00865,Maritime,maïs,ferrugineux,magasin communautaire,5.35,14.2,1044.0,20,0,1,16.0,0,0
EXP00866,Savanes,maïs,hydromorphe,case traditionnelle,2.25,16.1,764.0,41,0,0,29.0,0,0
EXP00867,Kara,maïs,hydromorphe,magasin communautaire,4.29,,1093.0,52,0,0,,0,0
EXP00868,Kara,sorgho,hydromorphe,case traditionnelle,0.25,21.1,991.0,31,0,0,20.0,0,0
EXP00869,Maritime,igname,argileux,magasin communautaire,3.88,6.4,812.0,27,0,1,5.0,0,0
EXP00870,Maritime,maïs,sableux,magasin communautaire,1.39,8.6,1063.0,62,0,1,20.0,0,0
EXP00871,Kara,igname,sableux,silo métallique,2.55,18.3,969.0,61,1,0,28.0,0,0
EXP00872,Maritime,manioc,sableux,magasin communautaire,3.93,8.7,805.0,58,0,1,22.0,0,0
EXP00873,Savanes,riz,sableux,magasin communautaire,2.38,5.3,907.0,30,0,0,,0,0
EXP00874,Plateaux,riz,ferrugineux,case traditionnelle,3.61,13.6,1289.0,46,1,0,37.0,0,0
EXP00875,Kara,riz,hydromorphe,case traditionnelle,1.97,26.7,1281.0,54,1,1,26.0,0,0
EXP00876,Savanes,sorgho,ferrugineux,magasin communautaire,5.63,24.5,995.0,41,0,1,8.0,0,0
EXP00877,Plateaux,manioc,sableux,case traditionnelle,2.24,8.0,964.0,28,0,0,5.0,0,0
EXP00878,Plateaux,manioc,hydromorphe,case traditionnelle,2.28,6.1,606.0,62,1,0,63.0,1,1
EXP00879,Centrale,maïs,sableux,silo métallique,2.31,7.1,1363.0,67,0,1,8.0,0,0
EXP00880,Centrale,maïs,sableux,case traditionnelle,2.5,24.7,1199.0,27,0,0,13.0,0,1
EXP00881,Plateaux,riz,hydromorphe,case traditionnelle,0.9,7.0,1130.0,55,0,0,6.0,0,0
EXP00882,Centrale,maïs,ferrugineux,magasin communautaire,1.18,35.0,404.0,65,1,0,25.0,0,0
EXP00883,Savanes,maïs,argileux,case traditionnelle,4.72,18.1,960.0,47,0,0,7.0,0,0
EXP00884,Plateaux,maïs,hydromorphe,silo métallique,4.28,12.5,919.0,21,0,0,15.0,0,0
EXP00885,Maritime,maïs,ferrugineux,aucun,4.1,7.9,1114.0,54,0,0,19.0,0,0
EXP00886,Plateaux,riz,hydromorphe,aucun,3.39,13.8,842.0,67,0,0,9.0,0,0
EXP00887,Plateaux,riz,argileux,magasin communautaire,1.7,5.2,894.0,32,0,0,19.0,0,0
EXP00888,Maritime,manioc,hydromorphe,case traditionnelle,1.57,3.5,1099.0,26,0,0,43.0,0,0
EXP00889,Maritime,maïs,argileux,magasin communautaire,2.42,18.3,764.0,32,0,0,17.0,1,1
EXP00890,Centrale,manioc,hydromorphe,magasin communautaire,5.21,12.5,812.0,61,0,0,23.0,1,1
EXP00891,Plateaux,manioc,argileux,magasin communautaire,2.87,21.6,996.0,47,1,0,11.0,0,0
EXP00892,Savanes,riz,sableux,case traditionnelle,1.14,15.7,1271.0,19,0,1,10.0,0,0
EXP00893,Maritime,manioc,ferrugineux,case traditionnelle,0.76,7.8,1144.0,49,0,1,5.0,0,0
EXP00894,Maritime,manioc,,case traditionnelle,4.38,24.5,,61,0,0,16.0,0,0
EXP00895,Kara,manioc,hydromorphe,case traditionnelle,6.32,8.6,965.0,28,0,0,29.0,0,0
EXP00896,Savanes,igname,ferrugineux,case traditionnelle,0.62,29.2,1309.0,49,0,1,23.0,0,0
EXP00897,Maritime,sorgho,sableux,aucun,4.47,8.4,532.0,30,0,0,10.0,0,0
EXP00898,Maritime,manioc,ferrugineux,case traditionnelle,3.33,4.1,1435.0,19,0,1,11.0,0,0
EXP00899,Maritime,manioc,sableux,magasin communautaire,1.35,32.6,1466.0,39,0,0,43.0,0,0
EXP00900,Plateaux,maïs,argileux,aucun,2.89,8.2,1060.0,59,0,0,21.0,0,0
EXP00901,Plateaux,igname,ferrugineux,case traditionnelle,1.0,8.6,1150.0,53,0,0,25.0,0,0
EXP00902,Maritime,maïs,hydromorphe,magasin communautaire,2.12,,941.0,24,1,0,28.0,0,0
EXP00903,Maritime,maïs,sableux,silo métallique,2.52,11.7,900.0,28,0,1,10.0,0,0
EXP00904,Plateaux,igname,ferrugineux,case traditionnelle,5.6,4.7,803.0,47,1,1,9.0,0,0
EXP00905,Savanes,riz,hydromorphe,magasin communautaire,2.04,31.4,938.0,35,0,0,10.0,0,0
EXP00906,Centrale,maïs,,silo métallique,1.47,9.6,1083.0,36,0,0,9.0,0,0
EXP00907,Plateaux,maïs,ferrugineux,silo métallique,3.16,6.2,1051.0,41,0,1,37.0,0,0
EXP00908,Maritime,maïs,argileux,silo métallique,3.68,13.3,1427.0,58,0,1,13.0,0,0
EXP00909,Maritime,manioc,hydromorphe,aucun,1.43,49.6,974.0,48,1,0,34.0,1,1
EXP00910,Plateaux,maïs,argileux,case traditionnelle,1.1,13.7,593.0,63,0,0,13.0,1,1
EXP00911,Kara,igname,sableux,silo métallique,1.18,10.7,1345.0,24,0,0,14.0,0,0
EXP00912,Kara,igname,argileux,magasin communautaire,5.61,13.0,657.0,43,0,0,2.0,0,0
EXP00913,Savanes,manioc,argileux,silo métallique,3.57,22.4,816.0,47,0,1,10.0,0,0
EXP00914,Savanes,riz,sableux,silo métallique,1.95,21.0,1015.0,58,0,1,38.0,0,0
EXP00915,Savanes,maïs,hydromorphe,silo métallique,5.0,15.4,1050.0,45,0,1,37.0,1,0
EXP00916,Savanes,maïs,hydromorphe,aucun,1.42,25.2,603.0,66,1,0,9.0,0,0
EXP00917,Maritime,riz,argileux,case traditionnelle,2.35,,771.0,62,0,1,1.0,0,0
EXP00918,Maritime,maïs,hydromorphe,magasin communautaire,0.98,11.4,,54,0,1,6.0,0,0
EXP00919,Plateaux,maïs,sableux,case traditionnelle,4.86,13.4,1099.0,39,0,0,9.0,0,0
EXP00920,Centrale,maïs,ferrugineux,magasin communautaire,1.33,8.4,1234.0,35,0,1,9.0,0,0
EXP00921,Maritime,maïs,argileux,silo métallique,1.35,22.7,657.0,46,0,0,9.0,0,0
EXP00922,Kara,manioc,sableux,silo métallique,3.21,8.1,1189.0,43,0,0,15.0,0,0
EXP00923,Centrale,riz,hydromorphe,magasin communautaire,0.38,2.0,1173.0,20,0,0,6.0,0,0
EXP00924,Centrale,sorgho,sableux,magasin communautaire,0.82,3.5,792.0,30,0,0,13.0,0,0
EXP00925,Maritime,riz,hydromorphe,case traditionnelle,4.01,16.5,,62,1,0,18.0,0,0
EXP00926,Maritime,sorgho,ferrugineux,case traditionnelle,1.16,7.1,693.0,42,0,0,10.0,1,0
EXP00927,Maritime,manioc,argileux,case traditionnelle,9.92,21.4,807.0,68,0,0,15.0,0,0
EXP00928,Kara,sorgho,argileux,aucun,2.79,12.6,1320.0,31,1,0,42.0,0,0
EXP00929,Centrale,manioc,argileux,case traditionnelle,0.58,22.6,922.0,69,1,0,23.0,1,1
EXP00930,Kara,maïs,hydromorphe,aucun,6.53,2.2,708.0,60,1,0,21.0,1,1
EXP00931,Plateaux,igname,hydromorphe,case traditionnelle,2.79,8.1,,37,0,1,11.0,0,0
EXP00932,Plateaux,maïs,ferrugineux,silo métallique,2.16,6.0,639.0,50,0,0,9.0,0,0
EXP00933,Plateaux,maïs,sableux,magasin communautaire,2.78,55.8,1073.0,70,0,1,,0,0
EXP00934,Kara,maïs,hydromorphe,silo métallique,0.58,9.1,715.0,51,0,1,21.0,0,0
EXP00935,Kara,manioc,argileux,magasin communautaire,2.41,3.5,750.0,67,0,1,,0,0
EXP00936,Maritime,manioc,argileux,silo métallique,1.23,16.3,1040.0,24,0,1,16.0,0,0
EXP00937,Savanes,manioc,ferrugineux,aucun,2.3,5.6,1370.0,27,0,0,26.0,0,0
EXP00938,Maritime,igname,argileux,magasin communautaire,1.74,24.2,1477.0,19,1,1,20.0,0,0
EXP00939,Savanes,maïs,ferrugineux,case traditionnelle,2.68,26.9,700.0,35,0,0,25.0,0,1
EXP00940,Maritime,manioc,hydromorphe,case traditionnelle,1.95,6.0,807.0,60,1,1,7.0,0,0
EXP00941,Maritime,maïs,hydromorphe,silo métallique,1.65,,1074.0,69,0,0,5.0,0,0
EXP00942,Kara,sorgho,argileux,magasin communautaire,1.13,15.2,1231.0,47,0,0,40.0,0,0
EXP00943,Maritime,maïs,sableux,magasin communautaire,0.6,24.6,431.0,40,0,1,1.0,0,0
EXP00944,Plateaux,maïs,argileux,magasin communautaire,0.51,16.5,971.0,67,0,1,5.0,0,0
EXP00945,Plateaux,manioc,sableux,case traditionnelle,0.84,9.2,833.0,49,0,1,11.0,0,0
EXP00946,Maritime,riz,argileux,silo métallique,3.81,4.1,488.0,46,1,1,34.0,0,0
EXP00947,Kara,sorgho,argileux,silo métallique,1.08,37.0,629.0,23,0,1,,0,0
EXP00948,Kara,manioc,argileux,silo métallique,1.45,16.8,814.0,30,0,0,,0,0
EXP00949,Kara,sorgho,hydromorphe,silo métallique,1.46,42.1,964.0,55,1,1,7.0,0,0
EXP00950,Plateaux,manioc,hydromorphe,aucun,1.76,18.5,1192.0,55,0,0,10.0,0,0
EXP00951,Plateaux,maïs,argileux,magasin communautaire,3.37,38.6,1035.0,44,0,0,15.0,0,0
EXP00952,Maritime,maïs,argileux,aucun,1.93,6.7,1177.0,55,0,0,21.0,0,0
EXP00953,Maritime,maïs,argileux,case traditionnelle,4.3,7.1,956.0,54,0,0,27.0,0,0
EXP00954,Maritime,maïs,sableux,magasin communautaire,0.85,11.0,781.0,22,0,0,4.0,0,0
EXP00955,Savanes,manioc,argileux,silo métallique,4.0,6.3,906.0,62,0,1,1.0,0,0
EXP00956,Savanes,manioc,sableux,magasin communautaire,6.02,2.9,1117.0,55,0,0,15.0,0,0
EXP00957,Kara,manioc,sableux,case traditionnelle,2.39,7.7,1198.0,30,0,1,5.0,0,0
EXP00958,Plateaux,manioc,ferrugineux,magasin communautaire,1.02,18.3,915.0,30,0,0,,0,0
EXP00959,Plateaux,riz,sableux,case traditionnelle,3.41,4.6,727.0,68,0,1,11.0,0,0
EXP00960,Plateaux,riz,sableux,aucun,2.42,5.0,1031.0,32,0,0,9.0,0,0
EXP00961,Plateaux,maïs,argileux,case traditionnelle,3.01,8.1,1065.0,20,0,0,2.0,0,0
EXP00962,Plateaux,maïs,argileux,case traditionnelle,4.38,5.7,1246.0,20,0,1,16.0,0,0
EXP00963,Maritime,manioc,hydromorphe,magasin communautaire,1.82,8.5,787.0,30,0,0,50.0,0,0
EXP00964,Maritime,manioc,hydromorphe,case traditionnelle,1.61,11.6,790.0,51,0,0,13.0,1,1
EXP00965,Savanes,maïs,argileux,case traditionnelle,11.19,4.9,1131.0,42,0,0,55.0,0,0
EXP00966,Plateaux,maïs,argileux,magasin communautaire,3.45,8.3,852.0,57,0,0,1.0,0,0
EXP00967,Savanes,riz,ferrugineux,magasin communautaire,4.91,12.4,842.0,31,0,0,7.0,0,0
EXP00968,Maritime,riz,hydromorphe,case traditionnelle,4.21,6.5,1251.0,30,0,0,45.0,0,0
EXP00969,Centrale,maïs,argileux,magasin communautaire,4.95,4.1,621.0,40,0,0,7.0,0,0
EXP00970,Maritime,manioc,ferrugineux,magasin communautaire,3.08,6.9,1443.0,60,0,1,17.0,0,0
EXP00971,Maritime,igname,argileux,silo métallique,4.55,9.6,803.0,45,0,0,13.0,0,0
EXP00972,Maritime,maïs,ferrugineux,case traditionnelle,1.46,2.8,1158.0,58,0,0,,0,0
EXP00973,Maritime,sorgho,ferrugineux,case traditionnelle,0.59,18.5,924.0,23,0,1,27.0,1,0
EXP00974,Savanes,maïs,argileux,aucun,1.19,10.0,,40,0,1,14.0,0,0
EXP00975,Plateaux,manioc,sableux,magasin communautaire,2.17,6.9,887.0,41,0,1,24.0,1,1
EXP00976,Centrale,manioc,sableux,case traditionnelle,1.97,3.2,1156.0,22,0,1,45.0,0,0
EXP00977,Plateaux,maïs,argileux,aucun,2.43,16.9,867.0,35,0,1,27.0,0,0
EXP00978,Plateaux,igname,,case traditionnelle,1.4,27.0,812.0,33,0,1,5.0,0,0
EXP00979,Plateaux,manioc,sableux,silo métallique,0.42,8.0,1385.0,42,0,0,63.0,0,0
EXP00980,Maritime,igname,sableux,silo métallique,1.78,39.8,957.0,27,0,0,21.0,0,0
EXP00981,Savanes,maïs,sableux,aucun,0.77,12.0,788.0,33,1,0,12.0,1,1
EXP00982,Kara,sorgho,hydromorphe,aucun,2.35,12.3,592.0,68,0,0,5.0,0,0
EXP00983,Kara,igname,sableux,case traditionnelle,3.19,22.0,1398.0,26,0,0,15.0,0,0
EXP00984,Plateaux,manioc,hydromorphe,silo métallique,1.76,17.5,818.0,61,1,0,7.0,0,0
EXP00985,Maritime,maïs,sableux,case traditionnelle,0.97,4.5,,47,0,0,3.0,0,0
EXP00986,Savanes,riz,argileux,magasin communautaire,2.52,7.8,1046.0,23,0,1,,0,0
EXP00987,Plateaux,manioc,hydromorphe,magasin communautaire,11.58,24.6,984.0,39,0,0,3.0,0,0
EXP00988,Maritime,igname,sableux,case traditionnelle,3.44,17.7,991.0,45,1,1,10.0,0,0
EXP00989,Plateaux,manioc,argileux,case traditionnelle,3.62,40.0,1482.0,33,0,1,13.0,0,0
EXP00990,Kara,maïs,argileux,case traditionnelle,1.62,15.9,,32,0,0,19.0,0,0
EXP00991,Centrale,maïs,argileux,case traditionnelle,1.26,18.2,1001.0,56,0,0,20.0,0,0
EXP00992,Kara,riz,sableux,case traditionnelle,4.95,6.9,886.0,20,0,1,9.0,0,0
EXP00993,Kara,igname,hydromorphe,aucun,0.32,26.8,899.0,67,0,0,10.0,0,0
EXP00994,Maritime,maïs,argileux,magasin communautaire,1.36,1.4,986.0,35,0,0,16.0,0,0
EXP00995,Savanes,riz,sableux,silo métallique,6.93,13.9,886.0,38,0,0,5.0,0,0
EXP00996,Plateaux,igname,ferrugineux,aucun,2.25,18.5,995.0,25,0,0,23.0,1,1
EXP00997,Centrale,maïs,hydromorphe,silo métallique,0.65,15.2,944.0,64,0,1,11.0,0,0
EXP00998,Maritime,maïs,hydromorphe,case traditionnelle,3.25,12.1,635.0,30,0,1,26.0,0,0
EXP00999,Savanes,riz,argileux,aucun,1.77,11.1,1042.0,60,0,0,15.0,0,1
EXP01000,Plateaux,riz,ferrugineux,silo métallique,0.54,12.4,1122.0,35,0,1,12.0,0,0
EXP01001,Maritime,maïs,sableux,silo métallique,2.84,5.2,820.0,20,0,0,31.0,1,0
EXP01002,Plateaux,sorgho,sableux,aucun,2.55,15.1,1398.0,40,0,1,3.0,0,0
EXP01003,Maritime,manioc,ferrugineux,magasin communautaire,2.44,6.9,1271.0,46,0,1,18.0,0,0
EXP01004,Maritime,igname,sableux,magasin communautaire,3.41,8.0,1153.0,43,0,0,40.0,0,0
EXP01005,Centrale,sorgho,argileux,aucun,0.92,4.7,1150.0,70,0,1,16.0,0,0
EXP01006,Plateaux,sorgho,sableux,magasin communautaire,3.04,63.6,957.0,46,0,1,13.0,0,0
EXP01007,Savanes,manioc,sableux,silo métallique,2.68,14.4,1224.0,59,0,0,26.0,0,0
EXP01008,Plateaux,maïs,hydromorphe,case traditionnelle,4.88,3.9,1327.0,38,0,1,9.0,0,0
EXP01009,Kara,manioc,ferrugineux,case traditionnelle,1.35,13.3,1144.0,26,0,0,11.0,0,0
EXP01010,Plateaux,maïs,ferrugineux,magasin communautaire,5.47,26.6,813.0,44,0,0,5.0,0,0
EXP01011,Centrale,riz,hydromorphe,case traditionnelle,4.16,15.0,940.0,48,0,0,8.0,0,0
EXP01012,Centrale,maïs,sableux,aucun,2.19,11.8,1088.0,40,0,0,22.0,0,0
EXP01013,Plateaux,manioc,ferrugineux,case traditionnelle,2.44,6.5,1151.0,58,0,0,11.0,0,0
EXP01014,Savanes,maïs,argileux,silo métallique,0.34,15.0,931.0,69,0,0,6.0,0,0
EXP01015,Plateaux,maïs,sableux,case traditionnelle,2.39,20.5,814.0,23,0,1,32.0,0,0
EXP01016,Maritime,maïs,hydromorphe,aucun,3.97,20.7,1330.0,22,0,0,29.0,0,0
EXP01017,Centrale,riz,argileux,case traditionnelle,1.95,14.0,693.0,33,1,1,7.0,1,0
EXP01018,Kara,sorgho,ferrugineux,case traditionnelle,4.88,14.0,724.0,49,0,0,29.0,0,0
EXP01019,Maritime,maïs,argileux,case traditionnelle,3.29,29.5,,21,0,0,21.0,0,0
EXP01020,Plateaux,sorgho,hydromorphe,magasin communautaire,8.33,,724.0,29,1,1,16.0,0,0
EXP01021,Savanes,sorgho,hydromorphe,aucun,1.42,10.6,,40,1,0,42.0,0,0
EXP01022,Kara,maïs,hydromorphe,aucun,3.72,37.8,1257.0,38,0,0,18.0,0,0
EXP01023,Savanes,riz,argileux,case traditionnelle,0.79,3.9,932.0,63,0,1,,0,0
EXP01024,Plateaux,manioc,hydromorphe,magasin communautaire,2.08,,1069.0,47,0,0,10.0,0,0
EXP01025,Centrale,maïs,argileux,case traditionnelle,3.43,15.5,947.0,64,0,0,,0,0
EXP01026,Plateaux,manioc,hydromorphe,magasin communautaire,3.87,6.2,664.0,58,0,0,21.0,1,1
EXP01027,Savanes,maïs,hydromorphe,magasin communautaire,1.84,3.2,1482.0,40,1,0,41.0,0,0
EXP01028,Plateaux,sorgho,sableux,case traditionnelle,5.23,6.3,1280.0,69,0,1,18.0,0,0
EXP01029,Kara,igname,sableux,magasin communautaire,6.0,23.3,1035.0,62,0,0,16.0,0,0
EXP01030,Plateaux,sorgho,hydromorphe,aucun,1.44,23.8,745.0,44,0,0,26.0,1,1
EXP01031,Centrale,manioc,ferrugineux,case traditionnelle,2.13,19.8,896.0,63,0,0,23.0,1,1
EXP01032,Kara,manioc,hydromorphe,case traditionnelle,1.97,7.0,,32,0,0,32.0,0,0
EXP01033,Plateaux,igname,sableux,case traditionnelle,1.62,24.0,973.0,29,0,0,14.0,0,0
EXP01034,Savanes,maïs,ferrugineux,case traditionnelle,5.75,7.4,1024.0,60,0,1,19.0,1,0
EXP01035,Plateaux,maïs,,case traditionnelle,5.71,15.1,868.0,60,0,1,13.0,0,0
EXP01036,Centrale,manioc,argileux,magasin communautaire,2.02,12.4,601.0,30,0,0,4.0,0,0
EXP01037,Plateaux,maïs,ferrugineux,case traditionnelle,3.7,9.3,1462.0,58,0,1,5.0,0,0
EXP01038,Plateaux,maïs,hydromorphe,silo métallique,4.84,19.1,1007.0,45,0,1,8.0,0,0
EXP01039,Plateaux,maïs,argileux,aucun,2.86,21.7,1060.0,48,0,0,4.0,0,0
EXP01040,Maritime,manioc,hydromorphe,aucun,1.91,6.7,,63,0,0,16.0,0,1
EXP01041,Maritime,maïs,hydromorphe,silo métallique,1.36,12.9,575.0,27,0,0,27.0,0,0
EXP01042,Centrale,maïs,ferrugineux,case traditionnelle,3.95,21.0,930.0,39,1,0,9.0,0,0
EXP01043,Centrale,maïs,argileux,case traditionnelle,0.84,0.7,872.0,34,0,0,2.0,0,0
EXP01044,Centrale,manioc,sableux,case traditionnelle,1.94,16.5,1120.0,47,0,0,7.0,0,0
EXP01045,Maritime,sorgho,argileux,aucun,1.7,21.3,1167.0,27,0,1,11.0,0,0
EXP01046,Plateaux,maïs,argileux,aucun,0.8,17.1,1134.0,25,0,0,26.0,0,0
EXP01047,Maritime,riz,hydromorphe,case traditionnelle,2.25,,1187.0,55,0,0,15.0,0,0
EXP01048,Kara,sorgho,ferrugineux,case traditionnelle,2.1,11.7,1383.0,21,1,1,15.0,1,1
EXP01049,Kara,maïs,hydromorphe,magasin communautaire,1.15,20.3,1044.0,40,0,0,20.0,0,0
EXP01050,Maritime,sorgho,ferrugineux,case traditionnelle,5.61,4.4,1214.0,70,0,0,28.0,0,0
EXP01051,Centrale,riz,sableux,aucun,3.97,6.3,1069.0,70,0,0,40.0,1,0
EXP01052,Maritime,manioc,ferrugineux,case traditionnelle,2.47,17.4,494.0,28,1,0,9.0,0,0
EXP01053,Maritime,maïs,argileux,case traditionnelle,4.38,20.4,913.0,67,1,0,14.0,0,0
EXP01054,Maritime,maïs,sableux,magasin communautaire,5.09,,742.0,36,0,0,9.0,0,0
EXP01055,Plateaux,igname,hydromorphe,case traditionnelle,5.78,34.3,1006.0,29,0,1,19.0,0,0
EXP01056,Centrale,sorgho,argileux,case traditionnelle,1.42,7.1,,45,0,0,2.0,1,1
EXP01057,Savanes,igname,argileux,aucun,4.38,5.1,1095.0,44,0,1,48.0,0,0
EXP01058,Maritime,igname,hydromorphe,case traditionnelle,2.1,23.0,1185.0,38,0,1,21.0,0,0
EXP01059,Centrale,maïs,ferrugineux,magasin communautaire,2.8,9.0,1239.0,41,0,0,19.0,0,0
EXP01060,Kara,sorgho,hydromorphe,case traditionnelle,1.47,12.1,1339.0,24,0,0,8.0,0,0
EXP01061,Savanes,manioc,sableux,case traditionnelle,2.39,21.4,,32,0,0,,0,0
EXP01062,Centrale,sorgho,argileux,case traditionnelle,4.42,14.5,662.0,29,0,0,4.0,0,0
EXP01063,Maritime,maïs,hydromorphe,case traditionnelle,6.76,19.9,1653.0,67,0,0,7.0,0,0
EXP01064,Centrale,maïs,sableux,case traditionnelle,2.22,6.6,1192.0,44,0,0,28.0,0,0
EXP01065,Plateaux,sorgho,hydromorphe,case traditionnelle,1.18,15.7,1004.0,47,1,0,3.0,0,0
EXP01066,Savanes,sorgho,ferrugineux,silo métallique,7.42,15.4,958.0,41,0,0,54.0,0,0
EXP01067,Plateaux,riz,hydromorphe,silo métallique,1.37,26.4,936.0,65,0,0,32.0,0,0
EXP01068,Centrale,maïs,ferrugineux,aucun,0.6,30.3,486.0,60,1,0,18.0,1,1
EXP01069,Maritime,maïs,hydromorphe,magasin communautaire,1.57,8.8,765.0,54,0,1,7.0,0,0
EXP01070,Plateaux,igname,hydromorphe,silo métallique,4.93,,923.0,35,0,0,24.0,0,0
EXP01071,Kara,manioc,hydromorphe,silo métallique,1.3,20.7,778.0,35,0,1,22.0,0,0
EXP01072,Centrale,manioc,argileux,case traditionnelle,0.95,2.9,810.0,67,0,0,9.0,0,0
EXP01073,Plateaux,manioc,hydromorphe,case traditionnelle,2.61,21.7,1564.0,67,1,0,21.0,1,0
EXP01074,Savanes,manioc,sableux,magasin communautaire,6.76,22.8,890.0,33,0,1,11.0,0,0
EXP01075,Kara,manioc,sableux,silo métallique,3.33,8.3,1017.0,36,0,1,2.0,0,0
EXP01076,Plateaux,manioc,sableux,magasin communautaire,0.83,1.0,1008.0,36,0,1,5.0,1,0
EXP01077,Centrale,sorgho,hydromorphe,case traditionnelle,9.14,24.4,1091.0,59,1,1,32.0,0,0
EXP01078,Plateaux,igname,argileux,aucun,3.07,31.7,835.0,68,0,0,10.0,0,0
EXP01079,Centrale,igname,,case traditionnelle,4.6,30.3,1249.0,65,0,1,8.0,0,0
EXP01080,Plateaux,manioc,hydromorphe,aucun,0.69,30.9,1056.0,62,0,1,16.0,0,0
EXP01081,Maritime,manioc,argileux,silo métallique,8.15,4.1,,37,0,1,1.0,0,0
EXP01082,Savanes,riz,hydromorphe,aucun,1.81,13.2,924.0,35,0,1,14.0,0,0
EXP01083,Savanes,sorgho,sableux,silo métallique,0.65,15.4,909.0,65,0,1,,0,0
EXP01084,Kara,manioc,ferrugineux,case traditionnelle,2.84,13.8,898.0,39,0,0,23.0,1,1
EXP01085,Savanes,riz,sableux,magasin communautaire,4.6,20.0,,30,0,0,5.0,0,0
EXP01086,Kara,riz,argileux,silo métallique,3.69,5.3,1102.0,62,0,0,9.0,0,0
EXP01087,Kara,riz,sableux,silo métallique,3.64,2.8,1074.0,43,0,0,16.0,0,0
EXP01088,Kara,riz,sableux,case traditionnelle,3.47,,1031.0,23,0,0,6.0,0,0
EXP01089,Plateaux,maïs,argileux,case traditionnelle,2.66,24.7,971.0,65,0,1,17.0,0,0
EXP01090,Plateaux,manioc,hydromorphe,case traditionnelle,0.69,4.1,434.0,34,0,0,16.0,0,0
EXP01091,Maritime,manioc,hydromorphe,magasin communautaire,2.08,13.7,1137.0,35,0,0,1.0,0,0
EXP01092,Centrale,maïs,ferrugineux,magasin communautaire,1.87,8.0,1067.0,46,0,0,28.0,0,0
EXP01093,Plateaux,sorgho,sableux,aucun,5.79,8.3,714.0,33,0,0,6.0,1,1
